elife06,inspecQt,elife05,elife04,inspecKb2,elife03,inspecKb1,elife02,elife01,inspecArea,inspecKb3,avgnight,avgdaytime,inspecPoint,inspecYy
57,3,60,63,종합병원,65,가,66,65,부산진구 개금2동백병원주변,도로,58,64,주원초등학교옆,2005
45,3,46,56,종합병원,55,가,53,51,부산진구 개금2동백병원주변,일반,45,53,고원아파트1동107호앞,2005
48,3,50,55,종합병원,57,가,58,57,부산진구 개금2동백병원주변,일반,49,56,하성약국옆,2005
45,3,44,57,종합병원,55,가,59,58,부산진구개금2동백병원주변,일반,44,57,건강탕앞,2005
62,3,64,68,일반주거1,69,나,70,68,기장군 기장읍동부리,도로,63,68,기아자동차앞,2005
61,3,67,68,일반주거1,68,나,69,68,기장군 기장읍동부리,도로,64,68,제비표페인트앞,2005
49,3,49,52,일반주거1,53,나,55,49,기장군 기장읍동부리,일반,49,52,대진아파트앞,2005
62,1,65,65,녹지,70,가,67,69,중구대청공원내,도로,63,67,방범초소앞,2005
56,1,57,58,녹지,62,가,64,62,중구대청공원내,도로,56,61,시민헌장앞,2005
46,1,49,51,녹지,52,가,51,53,중구대청공원내,일반,47,51,도서관앞,2005
45,1,49,50,녹지,52,가,51,52,중구대청공원내,일반,47,51,동상앞,2005
53,1,57,59,녹지,54,가,50,52,중구대청공원내,일반,55,53,충혼탑입구,2005
42,1,43,59,종합병원,53,가,58,58,부산진구개금2동 백병원주변,일반,42,57,건강탕앞,2005
43,1,48,50,종합병원,56,가,53,54,부산진구개금3동 백병원주변,일반,45,53,고원아파트1동107호앞,2005
67,4,70,68,상업,73,다,69,69,해운대구중1동,도로,68,69,메리어트호텔 좌,2004
52,4,53,56,상업,57,다,55,56,해운대구중1동,일반,52,56,메리어트호텔 뒤,2004
56,4,59,58,상업,61,다,59,60,해운대구중1동,일반,57,59,파라다이스호텔 옆,2004
54,4,56,56,상업,58,다,56,55,해운대구중1동,일반,55,56,파라다이스호텔입구,2004
66,4,66,70,준공업,71,다,71,72,영도구남항동,도로,66,71,남항새마을금고,2004
66,4,68,72,준공업,73,다,72,72,영도구남항동,도로,67,72,카이스트안경앞,2004
49,4,50,55,준공업,67,다,64,65,영도구남항동,일반,49,62,㈜태림오릭스옆,2004
51,4,50,55,준공업,63,다,63,66,영도구남항동,일반,50,61,신한아파트앞,2004
48,4,48,56,준공업,65,다,65,72,영도구남항동,일반,48,64,하나전기앞,2004
54,1,56,60,준공업,66,다,72,66,영도구남항동,일반,55,66,수퍼마켓앞,2004
44,1,46,54,준공업,61,다,62,64,영도구남항동,일반,45,60,하나전기앞,2004
59,2,66,72,녹지,67,가,65,68,중구대청공원내,도로,62,68,방범초소앞,2004
58,2,60,64,녹지,65,가,58,56,중구대청공원내,도로,59,60,시민헌장앞,2004
48,2,48,49,녹지,52,가,52,51,중구대청공원내,일반,48,51,도서관앞,2004
44,2,43,49,녹지,47,가,48,48,중구대청공원내,일반,43,48,동상앞,2004
54,2,57,56,녹지,50,가,47,50,중구대청공원내,일반,55,50,충혼탑입구,2004
56,2,58,60,종합병원,63,가,63,65,부산진구개금2동백병원주변,도로,57,62,개금2동새마을금고앞,2004
56,2,61,69,종합병원,70,가,67,66,부산진구개금2동백병원주변,도로,58,68,주원초등학교옆,2004
44,2,53,51,종합병원,53,가,59,63,부산진구개금2동백병원주변,일반,48,56,건강탕앞,2004
45,2,47,54,종합병원,58,가,52,57,부산진구개금2동백병원주변,일반,46,55,고원아파트1동107호앞,2004
49,2,52,56,종합병원,57,가,56,62,부산진구개금2동백병원주변,일반,50,57,하성약국옆,2004
63,2,66,69,일반주거1,71,나,68,69,기장군기장읍동부리,도로,64,69,기아자동차앞,2004
60,2,61,71,일반주거1,72,나,71,72,기장군기장읍동부리,도로,60,71,제비표페인트앞,2004
42,2,42,52,일반주거1,58,나,53,55,기장군기장읍동부리,일반,42,54,대진아파트앞,2004
48,2,50,55,일반주거1,55,나,57,56,기장군기장읍동부리,일반,49,55,유한빌라앞,2004
47,2,54,58,일반주거1,60,나,57,57,기장군기장읍동부리,일반,50,58,제3기장교회앞,2004
64,2,65,69,일반주거2,69,나,67,67,동래구사직2동,도로,64,68,사직로얄A입구건너편,2004
64,2,69,70,일반주거2,71,나,69,70,동래구사직2동,도로,66,70,종로엠스쿨앞,2004
51,2,50,61,일반주거2,56,나,59,62,동래구사직2동,일반,50,59,묵자골,2004
50,2,48,57,일반주거2,55,나,58,59,동래구사직2동,일반,49,57,하나메기탕앞,2004
71,2,75,74,일반주거3,76,나,75,75,북구덕천1동,도로,73,75,13동 시영APT입구,2004
66,2,70,71,일반주거3,74,나,72,72,북구덕천1동,도로,68,72,1동 시영APT입구,2004
49,2,52,60,일반주거3,60,나,54,56,북구덕천1동,일반,50,57,14동 시영APT뒤,2004
53,2,56,59,일반주거3,62,나,61,59,북구덕천1동,일반,54,60,미진골든빌라앞,2004
47,2,48,52,일반주거3,62,나,52,55,북구덕천1동,일반,47,55,시영A5동5~6라인앞,2004
65,2,70,72,상업,72,다,71,73,해운대구중1동,도로,67,72,메리어트호텔 우,2004
64,2,69,70,상업,70,다,70,71,해운대구중1동,도로,66,70,메리어트호텔 좌,2004
52,2,57,57,상업,57,다,55,55,해운대구중1동,일반,54,56,메리어트호텔 뒤,2004
53,2,56,59,상업,61,다,65,62,해운대구중1동,일반,54,61,파라다이스호텔 옆,2004
53,2,61,62,상업,63,다,63,63,해운대구중1동,일반,57,62,파라다이스호텔입구,2004
65,2,70,71,준공업,72,다,71,71,영도구남항동,도로,67,71,남항새마을금고,2004
63,2,69,72,준공업,73,다,72,72,영도구남항동,도로,66,72,카이스트안경앞,2004
44,2,50,58,준공업,65,다,66,67,영도구남항동,일반,47,64,㈜태림오릭스옆,2004
46,2,53,61,준공업,64,다,67,68,영도구남항동,일반,49,65,신한아파트앞,2004
43,2,49,53,준공업,65,다,64,65,영도구남항동,일반,46,61,하나전기앞,2004
58,3,64,71,녹지,67,가,68,68,중구대청공원내,도로,61,68,방범초소앞,2004
56,3,59,62,녹지,61,가,62,62,중구대청공원내,도로,57,61,시민헌장앞,2004
47,3,50,50,녹지,52,가,54,52,중구대청공원내,일반,48,52,도서관앞,2004
44,3,44,49,녹지,47,가,52,52,중구대청공원내,일반,44,50,동상앞,2004
53,3,57,56,녹지,50,가,53,52,중구대청공원내,일반,55,52,충혼탑입구,2004
56,3,59,60,종합병원,63,가,69,67,부산진구개금2동백병원주변,도로,57,64,개금2동새마을금고앞,2004
57,3,64,64,종합병원,68,가,69,69,부산진구개금2동백병원주변,도로,60,67,주원초등학교옆,2004
43,3,53,56,종합병원,60,가,60,56,부산진구개금2동백병원주변,일반,48,58,건강탕앞,2004
43,3,46,49,종합병원,54,가,54,53,부산진구개금2동백병원주변,일반,44,52,고원아파트1동107호앞,2004
48,3,51,57,종합병원,57,가,61,56,부산진구개금2동백병원주변,일반,49,57,하성약국옆,2004
64,3,69,70,일반주거1,69,나,69,72,기장군기장읍동부리,도로,66,70,기아자동차앞,2004
65,3,67,70,일반주거1,73,나,71,73,기장군기장읍동부리,도로,66,71,제비표페인트앞,2004
43,3,43,52,일반주거1,58,나,53,48,기장군기장읍동부리,일반,43,52,대진아파트앞,2004
50,3,49,55,일반주거1,55,나,57,58,기장군기장읍동부리,일반,49,56,유한빌라앞,2004
50,3,53,60,일반주거1,64,나,56,53,기장군기장읍동부리,일반,51,58,제3기장교회앞,2004
64,3,64,68,일반주거2,69,나,67,69,동래구사직2동,도로,64,68,사직로얄A입구건너편,2004
63,3,65,71,일반주거2,74,나,71,70,동래구사직2동,도로,64,71,종로엠스쿨앞,2004
50,3,51,61,일반주거2,58,나,64,60,동래구사직2동,일반,50,60,묵자골,2004
46,3,49,57,일반주거2,57,나,60,56,동래구사직2동,일반,47,57,하나메기탕앞,2004
70,3,71,75,일반주거3,75,나,75,74,북구덕천1동,도로,70,74,13동 시영APT입구,2004
63,3,63,64,일반주거3,63,나,64,63,북구덕천1동,도로,63,63,1동 시영APT입구,2004
50,3,53,59,일반주거3,61,나,58,58,북구덕천1동,일반,51,59,14동 시영APT뒤,2004
53,3,57,58,일반주거3,63,나,61,60,북구덕천1동,일반,55,60,미진골든빌라앞,2004
47,3,49,56,일반주거3,60,나,55,57,북구덕천1동,일반,48,57,시영A5동5~6라인앞,2004
64,3,68,69,상업,72,다,70,71,해운대구중1동,도로,66,70,메리어트호텔 우,2004
63,3,68,68,상업,73,다,72,72,해운대구중1동,도로,65,71,메리어트호텔 좌,2004
52,3,56,60,상업,59,다,59,56,해운대구중1동,일반,54,58,메리어트호텔 뒤,2004
56,3,60,66,상업,61,다,60,62,해운대구중1동,일반,58,62,파라다이스호텔 옆,2004
56,3,60,62,상업,60,다,61,62,해운대구중1동,일반,58,61,파라다이스호텔입구,2004
62,3,65,70,준공업,69,다,71,72,영도구남항동,도로,63,70,남항새마을금고,2004
63,3,67,71,준공업,70,다,74,74,영도구남항동,도로,65,72,카이스트안경앞,2004
41,3,46,56,준공업,65,다,62,65,영도구남항동,일반,43,62,㈜태림오릭스옆,2004
48,3,52,60,준공업,67,다,60,67,영도구남항동,일반,50,63,신한아파트앞,2004
42,3,44,51,준공업,66,다,59,64,영도구남항동,일반,43,60,하나전기앞,2004
60,4,64,64,녹지,67,가,66,70,중구대청공원내,도로,62,66,방범초소앞,2004
59,4,64,66,녹지,62,가,62,60,중구대청공원내,도로,61,62,시민헌장앞,2004
45,4,46,50,녹지,53,가,54,52,중구대청공원내,일반,45,52,도서관앞,2004
46,4,49,51,녹지,52,가,52,54,중구대청공원내,일반,47,52,동상앞,2004
52,4,55,58,녹지,53,가,52,53,중구대청공원내,일반,53,54,충혼탑입구,2004
56,4,56,60,종합병원,58,가,60,61,부산진구개금2동백병원주변,도로,56,59,개금2동새마을금고앞,2004
60,4,62,63,종합병원,65,가,66,67,부산진구개금2동백병원주변,도로,61,65,주원초등학교옆,2004
47,4,51,58,종합병원,59,가,49,55,부산진구개금2동백병원주변,일반,49,55,건강탕앞,2004
44,4,46,52,종합병원,51,가,53,53,부산진구개금2동백병원주변,일반,45,52,고원아파트1동107호앞,2004
48,4,51,59,종합병원,56,가,60,58,부산진구개금2동백병원주변,일반,49,58,하성약국옆,2004
64,4,69,70,일반주거1,71,나,70,71,기장군기장읍동부리,도로,66,70,기아자동차앞,2004
64,4,69,71,일반주거1,72,나,74,73,기장군기장읍동부리,도로,66,72,제비표페인트앞,2004
43,4,47,55,일반주거1,59,나,57,50,기장군기장읍동부리,일반,45,55,대진아파트앞,2004
47,4,53,56,일반주거1,55,나,56,56,기장군기장읍동부리,일반,50,55,유한빌라앞,2004
48,4,56,65,일반주거1,60,나,55,60,기장군기장읍동부리,일반,52,60,제3기장교회앞,2004
64,4,66,65,일반주거2,69,나,68,70,동래구사직2동,도로,65,68,사직로얄A입구건너편,2004
67,4,70,71,일반주거2,71,나,70,71,동래구사직2동,도로,68,70,종로엠스쿨앞,2004
52,4,57,62,일반주거2,58,나,59,54,동래구사직2동,일반,54,58,묵자골감자탕앞,2004
48,4,51,55,일반주거2,59,나,59,56,동래구사직2동,일반,49,57,하나메기탕앞,2004
71,4,73,75,일반주거3,76,나,78,75,북구덕천1동,도로,72,76,13동 시영APT입구,2004
66,4,66,69,일반주거3,70,나,69,70,북구덕천1동,도로,66,69,1동 시영APT입구,2004
51,4,54,59,일반주거3,55,나,53,58,북구덕천1동,일반,52,56,14동 시영APT뒤,2004
53,4,57,58,일반주거3,64,나,58,60,북구덕천1동,일반,55,60,미진골든빌라앞,2004
48,4,53,56,일반주거3,57,나,54,57,북구덕천1동,일반,50,56,시영A5동5~6라인앞,2004
67,4,69,70,상업,73,다,71,72,해운대구중1동,도로,68,71,메리어트호텔 우,2004
59,1,60,70,녹지,68,가,70,66,중구대청공원내,도로,59,68,방범초소앞,2004
56,1,59,61,녹지,61,가,61,61,중구대청공원내,도로,57,61,시민헌장앞,2004
51,1,55,51,녹지,52,가,51,50,중구대청공원내,일반,53,51,도서관앞,2004
45,1,46,48,녹지,47,가,51,48,중구대청공원내,일반,45,48,동상앞,2004
53,1,57,59,녹지,54,가,50,49,중구대청공원내,일반,55,53,충혼탑입구,2004
55,1,56,62,종합병원,63,가,63,63,동구성분도병원주변,도로,55,62,세광약국앞,2004
57,1,61,78,종합병원,67,가,70,66,동구성분도병원주변,도로,59,70,영사관후문앞,2004
49,1,50,53,종합병원,55,가,59,55,동구성분도병원주변,일반,49,55,대광한약방앞,2004
42,1,54,56,종합병원,57,가,59,61,동구성분도병원주변,일반,48,58,보성여관앞,2004
46,1,47,53,종합병원,52,가,51,55,동구성분도병원주변,일반,46,52,신동여관앞,2004
63,1,68,70,일반주거1,71,나,70,68,기장군기장읍동부리,도로,65,69,제일탕앞,2004
62,1,67,67,일반주거1,68,나,69,70,기장군기장읍동부리,도로,64,68,충북인삼집앞,2004
48,1,50,55,일반주거1,59,나,53,53,기장군기장읍동부리,일반,49,55,기장동성교회,2004
43,1,44,52,일반주거1,55,나,50,49,기장군기장읍동부리,일반,43,51,대진아파트앞,2004
52,1,53,56,일반주거1,56,나,52,53,기장군기장읍동부리,일반,52,54,유한빌라앞,2004
66,1,69,70,일반주거2,69,나,70,72,동래구사직2동,도로,67,70,방범초소앞,2004
65,1,65,69,일반주거2,71,나,68,67,동래구사직2동,일반,65,68,사직주공안(철거공중),2004
48,1,48,57,일반주거2,54,나,58,56,동래구사직2동,일반,48,56,지리산메기탕앞,2004
52,1,50,61,일반주거2,54,나,56,58,동래구사직2동,일반,51,57,청주버섯찌게앞,2004
70,1,72,76,일반주거3,76,나,75,75,북구덕천1동,도로,71,75,13동 시영APT입구,2004
65,1,71,73,일반주거3,72,나,72,74,북구덕천1동,도로,68,72,1동 시영APT입구,2004
53,1,54,57,일반주거3,58,나,59,56,북구덕천1동,일반,53,57,14동 시영APT뒤,2004
55,1,57,57,일반주거3,59,나,60,59,북구덕천1동,일반,56,58,미진골든빌라앞,2004
49,1,51,55,일반주거3,58,나,54,54,북구덕천1동,일반,50,55,시영APT중앙,2004
67,1,70,71,상업,71,다,72,72,해운대구중1동,도로,68,71,하이얏트호텔우,2004
63,1,69,70,상업,70,다,71,69,해운대구중1동,도로,66,70,하이얏트호텔좌,2004
54,1,56,57,상업,60,다,61,60,해운대구중1동,일반,55,59,파라다이스호텔옆,2004
55,1,59,61,상업,60,다,60,62,해운대구중1동,일반,57,60,파라다이스호텔입구,2004
51,1,53,54,상업,56,다,54,55,해운대구중1동,일반,52,54,하이얏트호텔 뒤,2004
63,1,66,70,준공업,71,다,69,70,영도구남항동,도로,64,70,남항새마을금고,2004
64,1,66,70,준공업,71,다,72,72,영도구남항동,도로,65,71,종점(꿈나무화원),2004
41,1,41,58,준공업,63,다,67,63,영도구남항동,일반,41,62,동성선박공업사,2004
64,3,64,68,일반주거2,69,나,67,69,동래구사직2동,도로,64,68,사직로얄A입구건너편,2004
63,3,65,71,일반주거2,74,나,71,70,동래구사직2동,도로,64,71,종로엠스쿨앞,2004
50,3,51,61,일반주거2,58,나,64,60,동래구사직2동,일반,50,60,묵자골,2004
46,3,49,57,일반주거2,57,나,60,56,동래구사직2동,일반,47,57,하나메기탕앞,2004
70,3,71,75,일반주거3,75,나,75,74,북구덕천1동,도로,70,74,13동 시영APT입구,2004
63,3,63,64,일반주거3,63,나,64,63,북구덕천1동,도로,63,63,1동 시영APT입구,2004
50,3,53,59,일반주거3,61,나,58,58,북구덕천1동,일반,51,59,14동 시영APT뒤,2004
53,3,57,58,일반주거3,63,나,61,60,북구덕천1동,일반,55,60,미진골든빌라앞,2004
47,3,49,56,일반주거3,60,나,55,57,북구덕천1동,일반,48,57,시영A5동5~6라인앞,2004
64,3,68,69,상업,72,다,70,71,해운대구중1동,도로,66,70,메리어트호텔 우,2004
63,3,68,68,상업,73,다,72,72,해운대구중1동,도로,65,71,메리어트호텔 좌,2004
52,3,56,60,상업,59,다,59,56,해운대구중1동,일반,54,58,메리어트호텔 뒤,2004
56,3,60,66,상업,61,다,60,62,해운대구중1동,일반,58,62,파라다이스호텔 옆,2004
56,3,60,62,상업,60,다,61,62,해운대구중1동,일반,58,61,파라다이스호텔입구,2004
62,3,65,70,준공업,69,다,71,72,영도구남항동,도로,63,70,남항새마을금고,2004
63,3,67,71,준공업,70,다,74,74,영도구남항동,도로,65,72,카이스트안경앞,2004
41,3,46,56,준공업,65,다,62,65,영도구남항동,일반,43,62,㈜태림오릭스옆,2004
48,3,52,60,준공업,67,다,60,67,영도구남항동,일반,50,63,신한아파트앞,2004
42,3,44,51,준공업,66,다,59,64,영도구남항동,일반,43,60,하나전기앞,2004
60,4,64,64,녹지,67,가,66,70,중구대청공원내,도로,62,66,방범초소앞,2004
59,4,64,66,녹지,62,가,62,60,중구대청공원내,도로,61,62,시민헌장앞,2004
45,4,46,50,녹지,53,가,54,52,중구대청공원내,일반,45,52,도서관앞,2004
46,4,49,51,녹지,52,가,52,54,중구대청공원내,일반,47,52,동상앞,2004
52,4,55,58,녹지,53,가,52,53,중구대청공원내,일반,53,54,충혼탑입구,2004
56,4,56,60,종합병원,58,가,60,61,부산진구개금2동백병원주변,도로,56,59,개금2동새마을금고앞,2004
60,4,62,63,종합병원,65,가,66,67,부산진구개금2동백병원주변,도로,61,65,주원초등학교옆,2004
47,4,51,58,종합병원,59,가,49,55,부산진구개금2동백병원주변,일반,49,55,건강탕앞,2004
44,4,46,52,종합병원,51,가,53,53,부산진구개금2동백병원주변,일반,45,52,고원아파트1동107호앞,2004
48,4,51,59,종합병원,56,가,60,58,부산진구개금2동백병원주변,일반,49,58,하성약국옆,2004
64,4,69,70,일반주거1,71,나,70,71,기장군기장읍동부리,도로,66,70,기아자동차앞,2004
64,4,69,71,일반주거1,72,나,74,73,기장군기장읍동부리,도로,66,72,제비표페인트앞,2004
43,4,47,55,일반주거1,59,나,57,50,기장군기장읍동부리,일반,45,55,대진아파트앞,2004
47,4,53,56,일반주거1,55,나,56,56,기장군기장읍동부리,일반,50,55,유한빌라앞,2004
48,4,56,65,일반주거1,60,나,55,60,기장군기장읍동부리,일반,52,60,제3기장교회앞,2004
64,4,66,65,일반주거2,69,나,68,70,동래구사직2동,도로,65,68,사직로얄A입구건너편,2004
67,4,70,71,일반주거2,71,나,70,71,동래구사직2동,도로,68,70,종로엠스쿨앞,2004
52,4,57,62,일반주거2,58,나,59,54,동래구사직2동,일반,54,58,묵자골감자탕앞,2004
48,4,51,55,일반주거2,59,나,59,56,동래구사직2동,일반,49,57,하나메기탕앞,2004
71,4,73,75,일반주거3,76,나,78,75,북구덕천1동,도로,72,76,13동 시영APT입구,2004
66,4,66,69,일반주거3,70,나,69,70,북구덕천1동,도로,66,69,1동 시영APT입구,2004
51,4,54,59,일반주거3,55,나,53,58,북구덕천1동,일반,52,56,14동 시영APT뒤,2004
53,4,57,58,일반주거3,64,나,58,60,북구덕천1동,일반,55,60,미진골든빌라앞,2004
48,4,53,56,일반주거3,57,나,54,57,북구덕천1동,일반,50,56,시영A5동5~6라인앞,2004
67,4,69,70,상업,73,다,71,72,해운대구중1동,도로,68,71,메리어트호텔 우,2004
67,4,70,68,상업,73,다,69,69,해운대구중1동,도로,68,69,메리어트호텔 좌,2004
52,4,53,56,상업,57,다,55,56,해운대구중1동,일반,52,56,메리어트호텔 뒤,2004
56,4,59,58,상업,61,다,59,60,해운대구중1동,일반,57,59,파라다이스호텔 옆,2004
54,4,56,56,상업,58,다,56,55,해운대구중1동,일반,55,56,파라다이스호텔입구,2004
66,4,66,70,준공업,71,다,71,72,영도구남항동,도로,66,71,남항새마을금고,2004
66,4,68,72,준공업,73,다,72,72,영도구남항동,도로,67,72,카이스트안경앞,2004
49,4,50,55,준공업,67,다,64,65,영도구남항동,일반,49,62,㈜태림오릭스옆,2004
51,4,50,55,준공업,63,다,63,66,영도구남항동,일반,50,61,신한아파트앞,2004
48,4,48,56,준공업,65,다,65,72,영도구남항동,일반,48,64,하나전기앞,2004
59,1,60,70,녹지,68,가,70,66,중구대청공원내,도로,59,68,방범초소앞,2004
56,1,59,61,녹지,61,가,61,61,중구대청공원내,도로,57,61,시민헌장앞,2004
51,1,55,51,녹지,52,가,51,50,중구대청공원내,일반,53,51,도서관앞,2004
45,1,46,48,녹지,47,가,51,48,중구대청공원내,일반,45,48,동상앞,2004
53,1,57,59,녹지,54,가,50,49,중구대청공원내,일반,55,53,충혼탑입구,2004
55,1,56,62,종합병원,63,가,63,63,동구성분도병원주변,도로,55,62,세광약국앞,2004
57,1,61,78,종합병원,67,가,70,66,동구성분도병원주변,도로,59,70,영사관후문앞,2004
49,1,50,53,종합병원,55,가,59,55,동구성분도병원주변,일반,49,55,대광한약방앞,2004
42,1,54,56,종합병원,57,가,59,61,동구성분도병원주변,일반,48,58,보성여관앞,2004
46,1,47,53,종합병원,52,가,51,55,동구성분도병원주변,일반,46,52,신동여관앞,2004
63,1,68,70,일반주거1,71,나,70,68,기장군기장읍동부리,도로,65,69,제일탕앞,2004
62,1,67,67,일반주거1,68,나,69,70,기장군기장읍동부리,도로,64,68,충북인삼집앞,2004
48,1,50,55,일반주거1,59,나,53,53,기장군기장읍동부리,일반,49,55,기장동성교회,2004
43,1,44,52,일반주거1,55,나,50,49,기장군기장읍동부리,일반,43,51,대진아파트앞,2004
52,1,53,56,일반주거1,56,나,52,53,기장군기장읍동부리,일반,52,54,유한빌라앞,2004
66,1,69,70,일반주거2,69,나,70,72,동래구사직2동,도로,67,70,방범초소앞,2004
65,1,65,69,일반주거2,71,나,68,67,동래구사직2동,일반,65,68,사직주공안(철거공중),2004
48,1,48,57,일반주거2,54,나,58,56,동래구사직2동,일반,48,56,지리산메기탕앞,2004
52,1,50,61,일반주거2,54,나,56,58,동래구사직2동,일반,51,57,청주버섯찌게앞,2004
70,1,72,76,일반주거3,76,나,75,75,북구덕천1동,도로,71,75,13동 시영APT입구,2004
65,1,71,73,일반주거3,72,나,72,74,북구덕천1동,도로,68,72,1동 시영APT입구,2004
53,1,54,57,일반주거3,58,나,59,56,북구덕천1동,일반,53,57,14동 시영APT뒤,2004
55,1,57,57,일반주거3,59,나,60,59,북구덕천1동,일반,56,58,미진골든빌라앞,2004
49,1,51,55,일반주거3,58,나,54,54,북구덕천1동,일반,50,55,시영APT중앙,2004
67,1,70,71,상업,71,다,72,72,해운대구중1동,도로,68,71,하이얏트호텔우,2004
63,1,69,70,상업,70,다,71,69,해운대구중1동,도로,66,70,하이얏트호텔좌,2004
54,1,56,57,상업,60,다,61,60,해운대구중1동,일반,55,59,파라다이스호텔옆,2004
55,1,59,61,상업,60,다,60,62,해운대구중1동,일반,57,60,파라다이스호텔입구,2004
51,1,53,54,상업,56,다,54,55,해운대구중1동,일반,52,54,하이얏트호텔 뒤,2004
63,1,66,70,준공업,71,다,69,70,영도구남항동,도로,64,70,남항새마을금고,2004
64,1,66,70,준공업,71,다,72,72,영도구남항동,도로,65,71,종점(꿈나무화원),2004
41,1,41,58,준공업,63,다,67,63,영도구남항동,일반,41,62,동성선박공업사,2004
54,1,56,60,준공업,66,다,72,66,영도구남항동,일반,55,66,수퍼마켓앞,2004
44,1,46,54,준공업,61,다,62,64,영도구남항동,일반,45,60,하나전기앞,2004
59,2,66,72,녹지,67,가,65,68,중구대청공원내,도로,62,68,방범초소앞,2004
58,2,60,64,녹지,65,가,58,56,중구대청공원내,도로,59,60,시민헌장앞,2004
48,2,48,49,녹지,52,가,52,51,중구대청공원내,일반,48,51,도서관앞,2004
44,2,43,49,녹지,47,가,48,48,중구대청공원내,일반,43,48,동상앞,2004
54,2,57,56,녹지,50,가,47,50,중구대청공원내,일반,55,50,충혼탑입구,2004
56,2,58,60,종합병원,63,가,63,65,부산진구개금2동백병원주변,도로,57,62,개금2동새마을금고앞,2004
56,2,61,69,종합병원,70,가,67,66,부산진구개금2동백병원주변,도로,58,68,주원초등학교옆,2004
44,2,53,51,종합병원,53,가,59,63,부산진구개금2동백병원주변,일반,48,56,건강탕앞,2004
45,2,47,54,종합병원,58,가,52,57,부산진구개금2동백병원주변,일반,46,55,고원아파트1동107호앞,2004
49,2,52,56,종합병원,57,가,56,62,부산진구개금2동백병원주변,일반,50,57,하성약국옆,2004
63,2,66,69,일반주거1,71,나,68,69,기장군기장읍동부리,도로,64,69,기아자동차앞,2004
60,2,61,71,일반주거1,72,나,71,72,기장군기장읍동부리,도로,60,71,제비표페인트앞,2004
42,2,42,52,일반주거1,58,나,53,55,기장군기장읍동부리,일반,42,54,대진아파트앞,2004
48,2,50,55,일반주거1,55,나,57,56,기장군기장읍동부리,일반,49,55,유한빌라앞,2004
47,2,54,58,일반주거1,60,나,57,57,기장군기장읍동부리,일반,50,58,제3기장교회앞,2004
64,2,65,69,일반주거2,69,나,67,67,동래구사직2동,도로,64,68,사직로얄A입구건너편,2004
64,2,69,70,일반주거2,71,나,69,70,동래구사직2동,도로,66,70,종로엠스쿨앞,2004
51,2,50,61,일반주거2,56,나,59,62,동래구사직2동,일반,50,59,묵자골,2004
50,2,48,57,일반주거2,55,나,58,59,동래구사직2동,일반,49,57,하나메기탕앞,2004
71,2,75,74,일반주거3,76,나,75,75,북구덕천1동,도로,73,75,13동 시영APT입구,2004
66,2,70,71,일반주거3,74,나,72,72,북구덕천1동,도로,68,72,1동 시영APT입구,2004
49,2,52,60,일반주거3,60,나,54,56,북구덕천1동,일반,50,57,14동 시영APT뒤,2004
53,2,56,59,일반주거3,62,나,61,59,북구덕천1동,일반,54,60,미진골든빌라앞,2004
47,2,48,52,일반주거3,62,나,52,55,북구덕천1동,일반,47,55,시영A5동5~6라인앞,2004
65,2,70,72,상업,72,다,71,73,해운대구중1동,도로,67,72,메리어트호텔 우,2004
64,2,69,70,상업,70,다,70,71,해운대구중1동,도로,66,70,메리어트호텔 좌,2004
52,2,57,57,상업,57,다,55,55,해운대구중1동,일반,54,56,메리어트호텔 뒤,2004
53,2,56,59,상업,61,다,65,62,해운대구중1동,일반,54,61,파라다이스호텔 옆,2004
53,2,61,62,상업,63,다,63,63,해운대구중1동,일반,57,62,파라다이스호텔입구,2004
65,2,70,71,준공업,72,다,71,71,영도구남항동,도로,67,71,남항새마을금고,2004
63,2,69,72,준공업,73,다,72,72,영도구남항동,도로,66,72,카이스트안경앞,2004
44,2,50,58,준공업,65,다,66,67,영도구남항동,일반,47,64,㈜태림오릭스옆,2004
46,2,53,61,준공업,64,다,67,68,영도구남항동,일반,49,65,신한아파트앞,2004
43,2,49,53,준공업,65,다,64,65,영도구남항동,일반,46,61,하나전기앞,2004
58,3,64,71,녹지,67,가,68,68,중구대청공원내,도로,61,68,방범초소앞,2004
56,3,59,62,녹지,61,가,62,62,중구대청공원내,도로,57,61,시민헌장앞,2004
47,3,50,50,녹지,52,가,54,52,중구대청공원내,일반,48,52,도서관앞,2004
44,3,44,49,녹지,47,가,52,52,중구대청공원내,일반,44,50,동상앞,2004
53,3,57,56,녹지,50,가,53,52,중구대청공원내,일반,55,52,충혼탑입구,2004
56,3,59,60,종합병원,63,가,69,67,부산진구개금2동백병원주변,도로,57,64,개금2동새마을금고앞,2004
57,3,64,64,종합병원,68,가,69,69,부산진구개금2동백병원주변,도로,60,67,주원초등학교옆,2004
43,3,53,56,종합병원,60,가,60,56,부산진구개금2동백병원주변,일반,48,58,건강탕앞,2004
43,3,46,49,종합병원,54,가,54,53,부산진구개금2동백병원주변,일반,44,52,고원아파트1동107호앞,2004
48,3,51,57,종합병원,57,가,61,56,부산진구개금2동백병원주변,일반,49,57,하성약국옆,2004
64,3,69,70,일반주거1,69,나,69,72,기장군기장읍동부리,도로,66,70,기아자동차앞,2004
65,3,67,70,일반주거1,73,나,71,73,기장군기장읍동부리,도로,66,71,제비표페인트앞,2004
